Date,RH2M_L6,TMIN_L6,TMAX_L12,WS2M_L2,WD2M_L5,UVB_L1,CLOUD_AMT_L12,SOIL_W_L6,PRECT_TOTAL,SURFACE_P_L9,Cases_L1,Cases_L2,Cases_L3,Cases_L4,Cases_L5,Cases_L6,Cases_L7,Cases_L8,Cases_L9,Cases_L10,Cases_L11,Cases_L12,RH2M,WS2M,WD2M,CLOUD_AMT,SOIL_W,SURFACE_P,SH2M
2011-11-01,55.92058823529412,-0.85,25.55,2.7058823529411766,163.2605882352941,0.2635294117647059,25.76764705882353,0.5223529411764706,48.70176470588235,83.90294117647058,14.0,6.0,3.0,3.0,8.0,15.0,17.0,42.0,48.0,63.0,57.0,27.0,60.9470588235294,2.752941176470588,279.39235294117645,41.16176470588236,0.4641176470588235,83.70117647058824,4.75764705882353
2011-12-01,41.216470588235296,5.12,23.0,1.9235294117647064,294.54470588235296,0.1635294117647059,43.1064705882353,0.4147058823529411,0.31,83.44764705882353,24.0,14.0,6.0,3.0,3.0,8.0,15.0,17.0,42.0,48.0,63.0,57.0,49.798235294117646,1.6241176470588234,160.36941176470586,16.86235294117647,0.4594117647058823,84.30411764705883,3.5194117647058825
2012-01-01,24.93705882352941,10.23,20.87,2.752941176470588,179.5529411764706,0.1335294117647059,28.95117647058824,0.1752941176470588,14.58,83.44647058823529,50.0,24.0,14.0,6.0,3.0,3.0,8.0,15.0,17.0,42.0,48.0,63.0,47.006470588235295,1.9241176470588237,249.72529411764705,25.861176470588237,0.4082352941176471,84.10470588235295,2.81
2012-02-01,26.279411764705884,14.27,26.77,1.6241176470588234,265.88176470588235,0.1470588235294117,20.68235294117647,0.1841176470588235,2.17,83.71705882352941,28.0,50.0,24.0,14.0,6.0,3.0,3.0,8.0,15.0,17.0,42.0,48.0,46.70823529411764,2.268823529411765,303.12882352941176,20.18058823529412,0.4105882352941176,83.7864705882353,2.550588235294118
2012-03-01,28.335882352941177,7.29,27.59,1.924117647058824,252.2147058823529,0.2088235294117647,33.26529411764706,0.178235294117647,33.190588235294115,83.90705882352941,21.0,28.0,50.0,24.0,14.0,6.0,3.0,3.0,8.0,15.0,17.0,42.0,42.99411764705882,2.355294117647059,235.57,33.55176470588236,0.3858823529411765,83.96117647058823,3.837647058823529
2012-04-01,44.66470588235294,0.2,30.3,2.268823529411765,279.39235294117645,0.2935294117647058,36.45470588235294,0.2517647058823529,35.982352941176465,83.82882352941178,19.0,21.0,28.0,50.0,24.0,14.0,6.0,3.0,3.0,8.0,15.0,17.0,51.72882352941176,3.5305882352941174,319.6552941176471,36.66235294117647,0.4776470588235293,83.32941176470588,4.388823529411765
2012-05-01,60.9470588235294,-3.2,32.62,2.355294117647059,160.36941176470586,0.4005882352941176,56.99588235294118,0.4641176470588235,0.0,83.97176470588235,7.0,19.0,21.0,28.0,50.0,24.0,14.0,6.0,3.0,3.0,8.0,15.0,35.39176470588235,2.9111764705882357,295.41764705882355,38.81941176470588,0.3294117647058823,83.78294117647059,4.947058823529411
2012-06-01,49.798235294117646,-4.55,38.48,3.5305882352941174,249.72529411764705,0.4905882352941176,37.45411764705882,0.4594117647058823,0.31,83.94882352941175,7.0,7.0,19.0,21.0,28.0,50.0,24.0,14.0,6.0,3.0,3.0,8.0,28.16470588235294,2.761764705882353,89.1835294117647,30.877647058823527,0.168235294117647,83.88,5.557647058823529
2012-07-01,47.006470588235295,-5.97,41.65,2.911176470588236,303.12882352941176,0.5017647058823529,27.15352941176471,0.4082352941176471,0.0,83.95176470588235,3.0,7.0,7.0,19.0,21.0,28.0,50.0,24.0,14.0,6.0,3.0,3.0,21.46294117647059,2.7411764705882358,200.72764705882352,37.98235294117647,0.1270588235294117,84.01176470588236,4.9805882352941175
2012-08-01,46.70823529411764,-8.33,40.81,2.761764705882353,235.57,0.4835294117647058,51.26823529411765,0.4105882352941176,1.86,83.70117647058824,2.0,3.0,7.0,7.0,19.0,21.0,28.0,50.0,24.0,14.0,6.0,3.0,23.48588235294117,2.57,165.8670588235294,48.73,0.1429411764705882,84.19941176470587,5.544705882352941
2012-09-01,42.99411764705882,-2.56,38.4,2.741176470588236,319.6552941176471,0.4270588235294117,21.08529411764706,0.3858823529411765,28.848823529411764,84.30411764705883,2.0,2.0,3.0,7.0,7.0,19.0,21.0,28.0,50.0,24.0,14.0,6.0,34.279411764705884,2.802941176470588,268.25470588235294,22.16705882352941,0.2123529411764706,83.87647058823529,5.318235294117647
2012-10-01,51.72882352941176,-3.85,33.82,2.57,295.41764705882355,0.3870588235294118,40.13117647058824,0.4776470588235293,40.94823529411765,84.10470588235295,3.0,2.0,2.0,3.0,7.0,7.0,19.0,21.0,28.0,50.0,24.0,14.0,54.618235294117646,2.7323529411764707,254.0347058823529,44.14882352941176,0.4135294117647059,83.70588235294117,6.452941176470588
2012-11-01,35.39176470588235,-0.1,26.47,2.802941176470588,89.1835294117647,0.2635294117647059,41.16176470588236,0.3294117647058823,36.603529411764704,83.7864705882353,6.0,3.0,2.0,2.0,3.0,7.0,7.0,19.0,21.0,28.0,50.0,24.0,63.72882352941176,3.0776470588235294,304.3258823529412,38.66882352941177,0.5023529411764707,83.61176470588236,5.618235294117647
2012-12-01,28.16470588235294,10.56,24.9,2.7323529411764707,200.72764705882352,0.1758823529411765,16.86235294117647,0.168235294117647,6.513529411764706,83.96117647058823,11.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,19.0,21.0,28.0,50.0,48.6364705882353,1.6494117647058824,306.6370588235294,17.44529411764706,0.4923529411764705,84.09647058823529,3.3523529411764708
2013-01-01,21.46294117647059,9.15,23.2,3.0776470588235294,165.8670588235294,0.1370588235294117,25.86117647058824,0.1270588235294117,6.201764705882352,83.32941176470588,21.0,11.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,19.0,21.0,28.0,48.23411764705882,2.49,306.305294117647,15.623529411764707,0.4405882352941176,84.12588235294118,3.1194117647058826
2013-02-01,23.48588235294117,12.58,19.79,1.6494117647058824,268.25470588235294,0.158235294117647,20.18058823529412,0.1429411764705882,7.754705882352942,83.78294117647059,19.0,21.0,11.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,19.0,21.0,46.65352941176471,2.742941176470588,330.71294117647057,20.861176470588237,0.4029411764705882,83.69117647058823,3.1676470588235297
2013-03-01,34.279411764705884,4.11,26.62,2.49,254.0347058823529,0.2435294117647058,33.55176470588236,0.2123529411764706,50.87294117647059,83.88,14.0,19.0,21.0,11.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,19.0,58.42529411764706,3.765294117647059,298.1441176470588,41.82176470588235,0.4976470588235294,83.30176470588236,4.9676470588235295
2013-04-01,54.618235294117646,0.13,30.1,2.742941176470588,304.3258823529412,0.3435294117647058,36.66235294117647,0.4135294117647059,17.681176470588234,84.01176470588236,13.0,14.0,19.0,21.0,11.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,45.34,3.1988235294117646,318.01529411764704,26.238235294117647,0.4341176470588235,83.51941176470588,4.758823529411765
2013-05-01,63.72882352941176,-5.29,36.48,3.765294117647059,306.6370588235294,0.4323529411764705,38.81941176470588,0.5023529411764707,0.6205882352941177,84.19941176470587,5.0,13.0,14.0,19.0,21.0,11.0,6.0,3.0,2.0,2.0,3.0,7.0,41.862941176470585,3.5823529411764703,328.96294117647057,24.91235294117647,0.3194117647058823,83.58411764705883,4.642941176470589
2013-06-01,48.6364705882353,-7.24,39.7,3.1988235294117646,306.305294117647,0.5005882352941177,30.877647058823527,0.4923529411764705,0.0,83.87647058823529,5.0,5.0,13.0,14.0,19.0,21.0,11.0,6.0,3.0,2.0,2.0,3.0,27.218823529411765,2.964117647058824,326.33235294117645,18.57764705882353,0.17,83.79058823529412,4.572352941176471
2013-07-01,48.23411764705882,-5.07,41.11,3.5823529411764703,330.71294117647057,0.5335294117647059,37.98235294117647,0.4405882352941176,2.48,83.70588235294117,2.0,5.0,5.0,13.0,14.0,19.0,21.0,11.0,6.0,3.0,2.0,2.0,23.54,2.9511764705882357,263.12529411764706,24.89588235294118,0.1794117647058823,84.00235294117647,5.211176470588235
2013-08-01,46.65352941176471,-4.42,40.71,2.964117647058824,298.1441176470588,0.5123529411764707,48.73,0.4029411764705882,1.86,83.61176470588236,1.0,2.0,5.0,5.0,13.0,14.0,19.0,21.0,11.0,6.0,3.0,2.0,25.804117647058824,2.371176470588235,164.88,36.12235294117647,0.1411764705882353,83.97470588235294,5.6776470588235295
2013-09-01,58.42529411764706,-4.0,38.67,2.951176470588236,318.01529411764704,0.4535294117647059,22.16705882352941,0.4976470588235294,28.22823529411765,84.09647058823529,1.0,1.0,2.0,5.0,5.0,13.0,14.0,19.0,21.0,11.0,6.0,3.0,45.92411764705883,2.597058823529412,222.8670588235294,39.625882352941176,0.3341176470588235,83.93294117647058,6.827058823529412
2013-10-01,45.34,-5.22,31.18,2.371176470588235,328.96294117647057,0.3535294117647058,44.14882352941176,0.4341176470588235,3.722352941176471,84.12588235294118,2.0,1.0,1.0,2.0,5.0,5.0,13.0,14.0,19.0,21.0,11.0,6.0,36.31352941176471,2.436470588235294,227.7670588235294,29.528823529411767,0.2352941176470588,83.91882352941177,4.928235294117648
2013-11-01,41.862941176470585,-0.35,29.22,2.597058823529412,326.33235294117645,0.2788235294117647,38.66882352941177,0.3194117647058823,8.994117647058824,83.69117647058823,4.0,2.0,1.0,1.0,2.0,5.0,5.0,13.0,14.0,19.0,21.0,11.0,48.21647058823529,2.36,320.26529411764704,21.35,0.2723529411764706,83.76823529411764,4.221764705882353
2013-12-01,27.218823529411765,4.33,22.19,2.436470588235294,263.12529411764706,0.1870588235294117,17.44529411764706,0.17,8.064117647058824,83.30176470588236,7.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,13.0,14.0,19.0,21.0,58.90823529411765,2.1111764705882354,165.99588235294118,33.15470588235294,0.3858823529411764,84.09470588235294,3.772941176470588
2014-01-01,23.54,12.49,23.08,2.36,164.88,0.1252941176470588,15.623529411764707,0.1794117647058823,48.39117647058824,83.51941176470588,14.0,7.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,13.0,14.0,19.0,55.85941176470588,2.794117647058824,313.79470588235296,29.52176470588235,0.4423529411764706,83.71176470588236,3.64
2014-02-01,25.804117647058824,10.62,25.87,2.1111764705882354,222.8670588235294,0.1388235294117647,20.86117647058824,0.1411764705882353,5.894117647058824,83.58411764705883,54.0,14.0,7.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,13.0,14.0,49.93117647058824,2.605294117647059,312.2811764705882,17.89294117647059,0.4658823529411764,83.78941176470589,3.45
2014-03-01,45.92411764705883,7.11,30.57,2.794117647058824,227.7670588235294,0.22,41.82176470588235,0.3341176470588235,21.404117647058825,83.79058823529412,41.0,54.0,14.0,7.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,13.0,47.59882352941176,2.614705882352941,323.9970588235294,30.88588235294118,0.4252941176470588,83.64647058823529,3.823529411764706
2014-04-01,36.31352941176471,3.63,31.98,2.605294117647059,320.26529411764704,0.3,26.238235294117647,0.2352941176470588,15.51058823529412,84.00235294117647,36.0,41.0,54.0,14.0,7.0,4.0,2.0,1.0,1.0,2.0,5.0,5.0,39.010000000000005,2.638823529411765,274.15470588235297,34.17058823529412,0.3917647058823529,83.66470588235293,4.377058823529412
2014-05-01,48.21647058823529,-5.1,36.86,2.614705882352941,165.99588235294118,0.4335294117647059,24.91235294117647,0.2723529411764706,0.0,83.97470588235294,15.0,36.0,41.0,54.0,14.0,7.0,4.0,2.0,1.0,1.0,2.0,5.0,37.088235294117645,2.8105882352941176,315.9923529411765,34.39764705882353,0.2735294117647059,83.64941176470587,5.281176470588235
2014-06-01,58.90823529411765,-6.42,39.3,2.638823529411765,313.79470588235296,0.4617647058823529,18.57764705882353,0.3858823529411764,0.0,83.93294117647058,13.0,15.0,36.0,41.0,54.0,14.0,7.0,4.0,2.0,1.0,1.0,2.0,31.551176470588235,3.344705882352941,319.3982352941177,21.35176470588235,0.1494117647058823,83.80411764705883,4.945882352941176
2014-07-01,55.85941176470588,-4.42,41.11,2.8105882352941176,312.2811764705882,0.5305882352941176,24.89588235294118,0.4423529411764706,0.0,83.91882352941177,7.0,13.0,15.0,36.0,41.0,54.0,14.0,7.0,4.0,2.0,1.0,1.0,22.878823529411765,3.167058823529412,272.24470588235295,20.26,0.1047058823529411,83.91647058823528,4.81764705882353
2014-08-01,49.93117647058824,-4.64,41.06,3.344705882352941,323.9970588235294,0.5188235294117647,36.12235294117647,0.4658823529411764,12.409411764705885,83.76823529411764,3.0,7.0,13.0,15.0,36.0,41.0,54.0,14.0,7.0,4.0,2.0,1.0,27.782941176470587,2.642352941176471,207.63411764705884,28.654705882352943,0.1876470588235294,83.97058823529412,6.4276470588235295
2014-09-01,47.59882352941176,-4.62,36.1,3.167058823529412,274.15470588235297,0.4623529411764706,39.625882352941176,0.4252941176470588,50.56058823529412,84.09470588235294,3.0,3.0,7.0,13.0,15.0,36.0,41.0,54.0,14.0,7.0,4.0,2.0,41.17764705882353,3.103529411764706,249.01941176470584,41.794117647058826,0.2994117647058823,83.92176470588234,6.535294117647059
2014-10-01,39.010000000000005,-2.45,33.48,2.642352941176471,315.9923529411765,0.3576470588235294,29.528823529411767,0.3917647058823529,4.65,83.71176470588236,6.0,3.0,3.0,7.0,13.0,15.0,36.0,41.0,54.0,14.0,7.0,4.0,45.16411764705882,2.3129411764705883,191.24470588235292,35.8735294117647,0.4194117647058824,83.96176470588235,5.821176470588235
2014-11-01,37.088235294117645,3.48,27.82,3.103529411764706,319.3982352941177,0.268235294117647,21.35,0.2735294117647059,192.01411764705884,83.78941176470589,12.0,6.0,3.0,3.0,7.0,13.0,15.0,36.0,41.0,54.0,14.0,7.0,69.4435294117647,3.173529411764706,273.21529411764703,47.26,0.5094117647058823,83.38235294117646,5.807058823529411
2014-12-01,31.551176470588235,4.35,21.99,2.3129411764705883,272.24470588235295,0.1535294117647059,33.15470588235294,0.1494117647058823,21.093529411764703,83.64647058823529,21.0,12.0,6.0,3.0,3.0,7.0,13.0,15.0,36.0,41.0,54.0,14.0,70.13235294117646,2.125882352941177,322.36117647058825,21.08058823529412,0.7194117647058824,84.1064705882353,4.498823529411765
2015-01-01,22.878823529411765,8.08,24.37,3.173529411764706,207.63411764705884,0.1305882352941176,29.52176470588235,0.1047058823529411,15.821176470588236,83.66470588235293,43.0,21.0,12.0,6.0,3.0,3.0,7.0,13.0,15.0,36.0,41.0,54.0,62.59117647058823,2.627058823529412,158.88588235294117,27.56764705882353,0.6764705882352942,84.17647058823529,3.708235294117647
2015-02-01,27.782941176470587,9.16,23.39,2.125882352941177,249.01941176470584,0.1388235294117647,17.89294117647059,0.1876470588235294,7.444117647058824,83.64941176470587,84.0,43.0,21.0,12.0,6.0,3.0,3.0,7.0,13.0,15.0,36.0,41.0,62.84117647058823,3.051764705882353,305.65705882352944,25.35529411764706,0.6288235294117647,83.60000000000001,3.885294117647059
2015-03-01,41.17764705882353,7.48,27.55,2.627058823529412,191.2447058823529,0.2052941176470588,30.88588235294118,0.2994117647058823,29.47,83.80411764705883,64.0,84.0,43.0,21.0,12.0,6.0,3.0,3.0,7.0,13.0,15.0,36.0,54.93764705882353,2.5058823529411764,330.36764705882354,26.57764705882353,0.5705882352941176,83.76176470588236,4.4405882352941175
2015-04-01,45.16411764705882,2.43,33.54,3.051764705882353,273.21529411764703,0.3017647058823529,34.17058823529412,0.4194117647058824,0.0,83.91647058823528,56.0,64.0,84.0,43.0,21.0,12.0,6.0,3.0,3.0,7.0,13.0,15.0,43.83,2.726470588235294,232.11823529411765,30.88117647058824,0.4829411764705882,83.7235294117647,5.04
2015-05-01,69.4435294117647,-3.12,36.87,2.5058823529411764,322.36117647058825,0.3888235294117647,34.39764705882353,0.5094117647058823,0.31,83.97058823529412,23.0,56.0,64.0,84.0,43.0,21.0,12.0,6.0,3.0,3.0,7.0,13.0,34.56588235294117,2.927647058823529,298.4105882352941,22.92529411764706,0.3135294117647059,83.81705882352942,4.98
2015-06-01,70.13235294117646,-4.09,40.73,2.726470588235294,158.88588235294117,0.4758823529411765,21.35176470588235,0.7194117647058824,0.0,83.92176470588234,20.0,23.0,56.0,64.0,84.0,43.0,21.0,12.0,6.0,3.0,3.0,7.0,31.702352941176475,3.348235294117647,307.3294117647059,22.278823529411767,0.1741176470588235,83.85117647058824,5.0594117647058825
2015-07-01,62.59117647058823,-5.88,41.19,2.927647058823529,305.65705882352944,0.5252941176470588,20.26,0.6764705882352942,20.783529411764704,83.96176470588235,11.0,20.0,23.0,56.0,64.0,84.0,43.0,21.0,12.0,6.0,3.0,3.0,28.21117647058824,2.442941176470588,182.79882352941172,44.184705882352944,0.2423529411764706,84.08941176470589,6.401176470588236
2015-08-01,62.84117647058823,-5.93,40.8,3.348235294117647,330.36764705882354,0.4770588235294117,28.654705882352943,0.6288235294117647,10.238235294117649,83.38235294117646,4.0,11.0,20.0,23.0,56.0,64.0,84.0,43.0,21.0,12.0,6.0,3.0,33.006470588235295,2.828823529411765,211.84941176470588,44.086470588235294,0.2258823529411764,83.98470588235294,7.087647058823529
2015-09-01,54.93764705882353,-4.42,37.47,2.442941176470588,232.11823529411765,0.4170588235294117,41.794117647058826,0.5705882352941176,47.14941176470588,84.1064705882353,4.0,4.0,11.0,20.0,23.0,56.0,64.0,84.0,43.0,21.0,12.0,6.0,40.40588235294118,2.3611764705882354,262.6735294117647,34.748823529411766,0.1988235294117647,83.85705882352941,6.45
2015-10-01,43.83,1.24,31.05,2.828823529411765,298.4105882352941,0.3670588235294117,35.8735294117647,0.4829411764705882,14.269411764705882,84.17647058823529,8.0,4.0,4.0,11.0,20.0,23.0,56.0,64.0,84.0,43.0,21.0,12.0,58.576470588235296,2.2347058823529413,244.78529411764708,39.67823529411765,0.4529411764705882,83.80117647058823,7.176470588235294
2015-11-01,34.56588235294117,4.31,25.76,2.3611764705882354,307.3294117647059,0.2770588235294117,47.26,0.3135294117647059,0.62,83.60000000000001,19.0,8.0,4.0,4.0,11.0,20.0,23.0,56.0,64.0,84.0,43.0,21.0,47.64411764705883,1.7388235294117649,35.43764705882353,15.33941176470588,0.4188235294117647,84.1935294117647,4.162352941176471
2015-12-01,31.702352941176475,4.65,19.62,2.2347058823529413,182.7988235294117,0.1870588235294117,21.08058823529412,0.1741176470588235,0.0,83.76176470588236,32.0,19.0,8.0,4.0,4.0,11.0,20.0,23.0,56.0,64.0,84.0,43.0,47.03411764705883,1.447058823529412,132.01,33.70647058823529,0.32,84.58411764705883,3.4976470588235293
2016-01-01,28.21117647058824,12.83,22.83,1.7388235294117649,211.84941176470588,0.1352941176470588,27.56764705882353,0.2423529411764706,5.272941176470589,83.7235294117647,67.0,32.0,19.0,8.0,4.0,4.0,11.0,20.0,23.0,56.0,64.0,84.0,44.47176470588235,1.8794117647058823,283.1864705882353,20.921176470588232,0.2988235294117647,84.25529411764705,3.4158823529411766
2016-02-01,33.006470588235295,10.49,23.54,1.447058823529412,262.6735294117647,0.1617647058823529,25.35529411764706,0.2258823529411764,17.68235294117647,83.81705882352942,92.0,67.0,32.0,19.0,8.0,4.0,4.0,11.0,20.0,23.0,56.0,64.0,46.61941176470588,3.0758823529411763,330.48764705882354,26.16941176470588,0.3023529411764705,83.97529411764705,3.161764705882353
2016-03-01,40.40588235294118,7.76,28.45,1.8794117647058823,244.78529411764708,0.2188235294117647,26.57764705882353,0.1988235294117647,19.23235294117647,83.85117647058824,70.0,92.0,67.0,32.0,19.0,8.0,4.0,4.0,11.0,20.0,23.0,56.0,42.53058823529412,2.992352941176471,327.4688235294118,20.443529411764704,0.3723529411764706,83.57705882352941,3.134705882352941
2016-04-01,58.576470588235296,4.15,34.07,3.0758823529411763,35.43764705882353,0.3223529411764706,30.88117647058824,0.4529411764705882,0.0,84.08941176470589,61.0,70.0,92.0,67.0,32.0,19.0,8.0,4.0,4.0,11.0,20.0,23.0,39.968823529411765,3.14,318.7852941176471,27.764117647058825,0.2876470588235293,83.36058823529413,4.124705882352941
2016-05-01,47.64411764705883,-4.86,36.94,2.992352941176471,132.01,0.45,22.92529411764706,0.4188235294117647,21.401764705882357,83.98470588235294,26.0,61.0,70.0,92.0,67.0,32.0,19.0,8.0,4.0,4.0,11.0,20.0,42.36882352941176,3.411764705882353,247.17529411764704,34.04294117647059,0.3341176470588236,83.61352941176472,5.261176470588235
2016-06-01,47.03411764705883,-3.31,40.85,3.14,283.1864705882353,0.4623529411764706,22.278823529411767,0.32,0.0,83.85705882352941,22.0,26.0,61.0,70.0,92.0,67.0,32.0,19.0,8.0,4.0,4.0,11.0,27.983529411764707,2.924117647058824,179.96588235294118,14.027058823529412,0.1388235294117647,83.80764705882353,5.058235294117647
2016-07-01,44.47176470588235,-3.14,41.6,3.411764705882353,330.48764705882354,0.5635294117647058,44.184705882352944,0.2988235294117647,5.893529411764706,83.80117647058823,13.0,22.0,26.0,61.0,70.0,92.0,67.0,32.0,19.0,8.0,4.0,4.0,25.59588235294117,2.6088235294117648,198.18764705882356,34.55176470588236,0.1541176470588235,84.04352941176471,6.107647058823529
2016-08-01,46.61941176470588,-7.26,40.24,2.924117647058824,327.4688235294118,0.5135294117647059,44.086470588235294,0.3023529411764705,10.235294117647058,84.1935294117647,5.0,13.0,22.0,26.0,61.0,70.0,92.0,67.0,32.0,19.0,8.0,4.0,28.96294117647059,2.46,172.11588235294118,41.52588235294118,0.2205882352941176,84.14117647058823,6.778823529411764
2016-09-01,42.53058823529412,-5.58,35.96,2.6088235294117648,318.7852941176471,0.4535294117647059,34.748823529411766,0.3723529411764706,7.754705882352942,84.58411764705883,5.0,5.0,13.0,22.0,26.0,61.0,70.0,92.0,67.0,32.0,19.0,8.0,35.64058823529412,2.471764705882353,235.85882352941172,41.125882352941176,0.2270588235294117,84.00882352941177,6.239411764705882
2016-10-01,39.968823529411765,-2.39,31.45,2.46,247.17529411764704,0.358235294117647,39.67823529411765,0.2876470588235293,16.13058823529412,84.25529411764705,9.0,5.0,5.0,13.0,22.0,26.0,61.0,70.0,92.0,67.0,32.0,19.0,50.41882352941177,2.4311764705882357,206.54529411764705,43.83588235294117,0.3705882352941176,83.85764705882353,6.464117647058823
2016-11-01,42.36882352941176,-0.35,25.98,2.471764705882353,179.96588235294118,0.2652941176470588,15.33941176470588,0.3341176470588236,45.90882352941176,83.97529411764705,21.0,9.0,5.0,5.0,13.0,22.0,26.0,61.0,70.0,92.0,67.0,32.0,59.544117647058826,2.2923529411764707,271.09529411764703,38.28,0.448235294117647,83.68823529411765,4.7570588235294125
2016-12-01,27.983529411764707,6.36,22.93,2.431176470588236,198.1876470588236,0.1635294117647059,33.70647058823529,0.1388235294117647,39.0835294117647,83.57705882352941,35.0,21.0,9.0,5.0,5.0,13.0,22.0,26.0,61.0,70.0,92.0,67.0,68.3970588235294,1.9676470588235293,64.95117647058824,28.60705882352941,0.5176470588235295,84.09705882352942,4.310588235294118
2017-01-01,25.59588235294117,11.19,24.96,2.2923529411764707,172.11588235294118,0.1335294117647059,20.921176470588232,0.1541176470588235,3.722941176470589,83.36058823529413,73.0,35.0,21.0,9.0,5.0,5.0,13.0,22.0,26.0,61.0,70.0,92.0,54.45647058823529,2.235294117647059,305.6629411764706,22.753529411764703,0.5035294117647059,83.87882352941176,3.1082352941176468
2017-02-01,28.96294117647059,13.57,28.15,1.9676470588235293,235.8588235294117,0.1517647058823529,26.16941176470588,0.2205882352941176,46.52882352941177,83.61352941176472,73.0,73.0,35.0,21.0,9.0,5.0,5.0,13.0,22.0,26.0,61.0,70.0,57.81235294117647,2.2717647058823527,245.07,28.54058823529412,0.5252941176470588,83.70411764705882,4.065294117647059
